Date,Close,Volume
2022-06-21,2584.10009765625,5408801
2022-06-22,2505.60009765625,4899839
2022-06-23,2464.949951171875,8974475
2022-06-24,2500.050048828125,6571866
2022-06-27,2492.64990234375,7141493
2022-06-28,2527.699951171875,6263867
2022-06-29,2580.14990234375,8863172
2022-06-30,2595.64990234375,10666627
2022-07-01,2408.699951171875,37841671
2022-07-04,2413.699951171875,19317335
2022-07-05,2433.25,8144239
2022-07-06,2411.85009765625,11050026
2022-07-07,2388.10009765625,10753423
2022-07-08,2391.39990234375,8773162
2022-07-11,2423.89990234375,6390604
2022-07-12,2420.449951171875,4974502
2022-07-13,2377.550048828125,6564435
2022-07-14,2397.14990234375,7831798
2022-07-15,2401.800048828125,4431880
2022-07-18,2422.25,6996757
2022-07-19,2437.10009765625,7587006
2022-07-20,2503.0,11041036
2022-07-21,2486.300048828125,7625468
2022-07-22,2503.10009765625,5062651
2022-07-25,2420.39990234375,10665470
2022-07-26,2421.5,5216466
2022-07-27,2419.199951171875,3994321
2022-07-28,2457.10009765625,5766936
2022-07-29,2509.449951171875,6982808
2022-08-01,2574.85009765625,7245568
2022-08-02,2584.64990234375,6423115
2022-08-03,2606.35009765625,6576824
2022-08-04,2571.89990234375,6676577
2022-08-05,2534.0,6434433
2022-08-08,2567.14990234375,4691228
2022-08-10,2582.5,4949442
2022-08-11,2591.10009765625,3783480
2022-08-12,2633.0,5838244
2022-08-16,2651.300048828125,3049304
2022-08-17,2665.14990234375,3044037
2022-08-18,2661.300048828125,3419730
2022-08-19,2613.85009765625,4366123
2022-08-22,2606.60009765625,4371179
2022-08-23,2646.800048828125,4466619
2022-08-24,2639.75,4785579
2022-08-25,2632.050048828125,3632902
2022-08-26,2618.0,4957449
2022-08-29,2597.64990234375,9155684
2022-08-30,2637.949951171875,10678670
2022-09-01,2560.39990234375,9188434
2022-09-02,2530.5,5999196
2022-09-05,2569.800048828125,5227785
2022-09-06,2596.85009765625,5030172
2022-09-07,2581.75,3455942
2022-09-08,2585.39990234375,3256840
2022-09-09,2569.300048828125,3837302
2022-09-12,2598.050048828125,3431445
2022-09-13,2619.75,4102114
2022-09-14,2588.35009765625,4004997
2022-09-15,2562.699951171875,4783723
2022-09-16,2499.199951171875,9330469
2022-09-19,2502.449951171875,3498286
2022-09-20,2502.85009765625,3881882
2022-09-21,2509.75,4249172
2022-09-22,2486.10009765625,4757219
2022-09-23,2439.5,4397194
2022-09-26,2377.35009765625,5759298
2022-09-27,2396.25,7455448
2022-09-28,2332.449951171875,7844140
2022-09-29,2325.300048828125,6771046
2022-09-30,2377.75,8589908
2022-10-03,2369.5,5470030
2022-10-04,2413.199951171875,4129893
2022-10-06,2422.10009765625,6162021
2022-10-07,2432.35009765625,3560167
2022-10-10,2405.800048828125,2921076
2022-10-11,2357.89990234375,4252803
2022-10-12,2375.25,3422992
2022-10-13,2382.800048828125,3382098
2022-10-14,2370.699951171875,4202459
2022-10-17,2408.75,7720595
2022-10-18,2451.25,5729899
2022-10-19,2493.89990234375,8882553
2022-10-20,2500.60009765625,4022919
2022-10-21,2471.60009765625,3804352
2022-10-24,2479.85009765625,1555270
2022-10-25,2441.550048828125,5645639
2022-10-27,2451.14990234375,5774775
2022-10-28,2526.14990234375,8126824
2022-10-31,2549.60009765625,5731802
2022-11-01,2529.85009765625,6443999
2022-11-02,2545.64990234375,4145144
2022-11-03,2555.14990234375,3089026
2022-11-04,2592.75,5803737
2022-11-07,2606.60009765625,5440967
2022-11-09,2604.0,5193814
2022-11-10,2572.5,2753420
2022-11-11,2631.800048828125,5681124
2022-11-14,2619.050048828125,4173395
2022-11-15,2607.300048828125,3270388
2022-11-16,2592.35009765625,4484007
2022-11-17,2599.050048828125,3074259
2022-11-18,2597.64990234375,2447425
2022-11-21,2550.89990234375,2949108
2022-11-22,2565.050048828125,3051201
2022-11-23,2557.050048828125,2959787
2022-11-24,2579.10009765625,4333225
2022-11-25,2617.60009765625,3391988
2022-11-28,2707.550048828125,14549929
2022-11-29,2712.199951171875,5103687
2022-11-30,2731.35009765625,12075137
2022-12-01,2723.300048828125,4377696
2022-12-02,2722.14990234375,5348595
2022-12-05,2682.449951171875,6843367
2022-12-06,2690.199951171875,3966243
2022-12-07,2650.5,3905263
2022-12-08,2649.25,3579858
2022-12-09,2609.10009765625,5840633
2022-12-12,2613.10009765625,4374946
2022-12-13,2625.0,3845839
2022-12-14,2615.5,3354618
2022-12-15,2578.35009765625,4009765
2022-12-16,2565.60009765625,7308934
2022-12-19,2599.300048828125,3567363
2022-12-20,2621.800048828125,3446291
2022-12-21,2584.5,3935463
2022-12-22,2577.800048828125,3438692
2022-12-23,2502.199951171875,4733657
2022-12-26,2524.050048828125,2764496
2022-12-27,2544.699951171875,2659749
2022-12-28,2544.449951171875,3442509
2022-12-29,2543.300048828125,3198493
2022-12-30,2547.199951171875,3364092
